ubica_geo,cve_ent,nom_ent,cve_mun,nom_mun,cve_loc,nom_loc 
220180000,22,Querétaro,18,Tolimán,0,Sin nombre de localidad
230010000,23,Quintana Roo,1,Cozumel,0,Sin nombre de localidad
230020000,23,Quintana Roo,2,Felipe Carrillo Puerto,0,Sin nombre de localidad
230030000,23,Quintana Roo,3,Isla Mujeres,0,Sin nombre de localidad
230040000,23,Quintana Roo,4,Othón P. Blanco,0,Sin nombre de localidad
230050000,23,Quintana Roo,5,Benito Juárez,0,Sin nombre de localidad
230060000,23,Quintana Roo,6,José María Morelos,0,Sin nombre de localidad
230070000,23,Quintana Roo,7,Lázaro Cárdenas,0,Sin nombre de localidad
230080000,23,Quintana Roo,8,Solidaridad,0,Sin nombre de localidad
230090000,23,Quintana Roo,9,Tulum,0,Sin nombre de localidad
230100000,23,Quintana Roo,10,Bacalar,0,Sin nombre de localidad
240010000,24,San Luis Potosí,1,Ahualulco del Sonido 13,0,Sin nombre de localidad
240030000,24,San Luis Potosí,3,Aquismón,0,Sin nombre de localidad
240100000,24,San Luis Potosí,10,Ciudad del Maíz,0,Sin nombre de localidad
240110000,24,San Luis Potosí,11,Ciudad Fernández,0,Sin nombre de localidad
240130000,24,San Luis Potosí,13,Ciudad Valles,0,Sin nombre de localidad
240140000,24,San Luis Potosí,14,Coxcatlán,0,Sin nombre de localidad
240150000,24,San Luis Potosí,15,Charcas,0,Sin nombre de localidad
240160000,24,San Luis Potosí,16,Ebano,0,Sin nombre de localidad
240190000,24,San Luis Potosí,19,Lagunillas,0,Sin nombre de localidad
240200000,24,San Luis Potosí,20,Matehuala,0,Sin nombre de localidad
240210000,24,San Luis Potosí,21,Mexquitic de Carmona,0,Sin nombre de localidad
240220000,24,San Luis Potosí,22,Moctezuma,0,Sin nombre de localidad
240240000,24,San Luis Potosí,24,Rioverde,0,Sin nombre de localidad
240250000,24,San Luis Potosí,25,Salinas,0,Sin nombre de localidad
240270000,24,San Luis Potosí,27,San Ciro de Acosta,0,Sin nombre de localidad
240280000,24,San Luis Potosí,28,San Luis Potosí,0,Sin nombre de localidad
240290000,24,San Luis Potosí,29,San Martín Chalchicuautla,0,Sin nombre de localidad
240310000,24,San Luis Potosí,31,Santa Catarina,0,Sin nombre de localidad
240350000,24,San Luis Potosí,35,Soledad de Graciano Sánchez,0,Sin nombre de localidad
240360000,24,San Luis Potosí,36,Tamasopo,0,Sin nombre de localidad
240370000,24,San Luis Potosí,37,Tamazunchale,0,Sin nombre de localidad
240400000,24,San Luis Potosí,40,Tamuín,0,Sin nombre de localidad
240420000,24,San Luis Potosí,42,Tanquián de Escobedo,0,Sin nombre de localidad
240460000,24,San Luis Potosí,46,Villa de Arriaga,0,Sin nombre de localidad
240490000,24,San Luis Potosí,49,Villa de Ramos,0,Sin nombre de localidad
240500000,24,San Luis Potosí,50,Villa de Reyes,0,Sin nombre de localidad
240520000,24,San Luis Potosí,52,Villa Juárez,0,Sin nombre de localidad
240540000,24,San Luis Potosí,54,Xilitla,0,Sin nombre de localidad
240570000,24,San Luis Potosí,57,Matlapa,0,Sin nombre de localidad
240580000,24,San Luis Potosí,58,El Naranjo,0,Sin nombre de localidad
250010000,25,Sinaloa,1,Ahome,0,Sin nombre de localidad
250020000,25,Sinaloa,2,Angostura,0,Sin nombre de localidad
250030000,25,Sinaloa,3,Badiraguato,0,Sin nombre de localidad
250040000,25,Sinaloa,4,Concordia,0,Sin nombre de localidad
250050000,25,Sinaloa,5,Cosalá,0,Sin nombre de localidad
250060000,25,Sinaloa,6,Culiacán,0,Sin nombre de localidad
250070000,25,Sinaloa,7,Choix,0,Sin nombre de localidad
250080000,25,Sinaloa,8,Elota,0,Sin nombre de localidad
250090000,25,Sinaloa,9,Escuinapa,0,Sin nombre de localidad
250100000,25,Sinaloa,10,El Fuerte,0,Sin nombre de localidad
250110000,25,Sinaloa,11,Guasave,0,Sin nombre de localidad
250120000,25,Sinaloa,12,Mazatlán,0,Sin nombre de localidad
250130000,25,Sinaloa,13,Mocorito,0,Sin nombre de localidad
250140000,25,Sinaloa,14,Rosario,0,Sin nombre de localidad
250150000,25,Sinaloa,15,Salvador Alvarado,0,Sin nombre de localidad
250160000,25,Sinaloa,16,San Ignacio,0,Sin nombre de localidad
250170000,25,Sinaloa,17,Sinaloa,0,Sin nombre de localidad
250180000,25,Sinaloa,18,Navolato,0,Sin nombre de localidad
260020000,26,Sonora,2,Agua Prieta,0,Sin nombre de localidad
260030000,26,Sonora,3,Álamos,0,Sin nombre de localidad
260040000,26,Sonora,4,Altar,0,Sin nombre de localidad
260070000,26,Sonora,7,Atil,0,Sin nombre de localidad
260110000,26,Sonora,11,Bacoachi,0,Sin nombre de localidad
260170000,26,Sonora,17,Caborca,0,Sin nombre de localidad
260180000,26,Sonora,18,Cajeme,0,Sin nombre de localidad
260250000,26,Sonora,25,Empalme,0,Sin nombre de localidad
260260000,26,Sonora,26,Etchojoa,0,Sin nombre de localidad
260290000,26,Sonora,29,Guaymas,0,Sin nombre de localidad
260300000,26,Sonora,30,Hermosillo,0,Sin nombre de localidad
260330000,26,Sonora,33,Huatabampo,0,Sin nombre de localidad
260350000,26,Sonora,35,Imuris,0,Sin nombre de localidad
260360000,26,Sonora,36,Magdalena,0,Sin nombre de localidad
260420000,26,Sonora,42,Navojoa,0,Sin nombre de localidad
260430000,26,Sonora,43,Nogales,0,Sin nombre de localidad
260480000,26,Sonora,48,Puerto Peñasco,0,Sin nombre de localidad
260490000,26,Sonora,49,Quiriego,0,Sin nombre de localidad
260520000,26,Sonora,52,Sahuaripa,0,Sin nombre de localidad
260550000,26,Sonora,55,San Luis Río Colorado,0,Sin nombre de localidad
260690000,26,Sonora,69,Yécora,0,Sin nombre de localidad
260710000,26,Sonora,71,Benito Juárez,0,Sin nombre de localidad
270010000,27,Tabasco,1,Balancán,0,Sin nombre de localidad
270020000,27,Tabasco,2,Cárdenas,0,Sin nombre de localidad
270030000,27,Tabasco,3,Centla,0,Sin nombre de localidad
270040000,27,Tabasco,4,Centro,0,Sin nombre de localidad
270050000,27,Tabasco,5,Comalcalco,0,Sin nombre de localidad
270060000,27,Tabasco,6,Cunduacán,0,Sin nombre de localidad
270070000,27,Tabasco,7,Emiliano Zapata,0,Sin nombre de localidad
270080000,27,Tabasco,8,Huimanguillo,0,Sin nombre de localidad
270090000,27,Tabasco,9,Jalapa,0,Sin nombre de localidad
270100000,27,Tabasco,10,Jalpa de Méndez,0,Sin nombre de localidad
270110000,27,Tabasco,11,Jonuta,0,Sin nombre de localidad
270120000,27,Tabasco,12,Macuspana,0,Sin nombre de localidad
270130000,27,Tabasco,13,Nacajuca,0,Sin nombre de localidad
270140000,27,Tabasco,14,Paraíso,0,Sin nombre de localidad
270150000,27,Tabasco,15,Tacotalpa,0,Sin nombre de localidad
270160000,27,Tabasco,16,Teapa,0,Sin nombre de localidad
270170000,27,Tabasco,17,Tenosique,0,Sin nombre de localidad
280020000,28,Tamaulipas,2,Aldama,0,Sin nombre de localidad
280030000,28,Tamaulipas,3,Altamira,0,Sin nombre de localidad
280040000,28,Tamaulipas,4,Antiguo Morelos,0,Sin nombre de localidad
280090000,28,Tamaulipas,9,Ciudad Madero,0,Sin nombre de localidad
280130000,28,Tamaulipas,13,GÃ¼émez,0,Sin nombre de localidad
280150000,28,Tamaulipas,15,Gustavo Díaz Ordaz,0,Sin nombre de localidad
280160000,28,Tamaulipas,16,Hidalgo,0,Sin nombre de localidad
280170000,28,Tamaulipas,17,Jaumave,0,Sin nombre de localidad
280190000,28,Tamaulipas,19,Llera,0,Sin nombre de localidad
280210000,28,Tamaulipas,21,El Mante,0,Sin nombre de localidad
280220000,28,Tamaulipas,22,Matamoros,0,Sin nombre de localidad
280270000,28,Tamaulipas,27,Nuevo Laredo,0,Sin nombre de localidad
280290000,28,Tamaulipas,29,Ocampo,0,Sin nombre de localidad
280300000,28,Tamaulipas,30,Padilla,0,Sin nombre de localidad
280320000,28,Tamaulipas,32,Reynosa,0,Sin nombre de localidad
280330000,28,Tamaulipas,33,Río Bravo,0,Sin nombre de localidad
280370000,28,Tamaulipas,37,Soto la Marina,0,Sin nombre de localidad
280380000,28,Tamaulipas,38,Tampico,0,Sin nombre de localidad
280390000,28,Tamaulipas,39,Tula,0,Sin nombre de localidad
280400000,28,Tamaulipas,40,Valle Hermoso,0,Sin nombre de localidad
280410000,28,Tamaulipas,41,Victoria,0,Sin nombre de localidad
280420000,28,Tamaulipas,42,Villagrán,0,Sin nombre de localidad
290010000,29,Tlaxcala,1,Amaxac de Guerrero,0,Sin nombre de localidad
290020000,29,Tlaxcala,2,Apetatitlán de Antonio Carvajal,0,Sin nombre de localidad
290050000,29,Tlaxcala,5,Apizaco,0,Sin nombre de localidad
290060000,29,Tlaxcala,6,Calpulalpan,0,Sin nombre de localidad
290080000,29,Tlaxcala,8,Cuapiaxtla,0,Sin nombre de localidad
290090000,29,Tlaxcala,9,Cuaxomulco,0,Sin nombre de localidad
290100000,29,Tlaxcala,10,Chiautempan,0,Sin nombre de localidad
290130000,29,Tlaxcala,13,Huamantla,0,Sin nombre de localidad
290140000,29,Tlaxcala,14,Hueyotlipan,0,Sin nombre de localidad
290150000,29,Tlaxcala,15,Ixtacuixtla de Mariano Matamoros,0,Sin nombre de localidad
290170000,29,Tlaxcala,17,Mazatecochco de José María Morelos,0,Sin nombre de localidad
290180000,29,Tlaxcala,18,Contla de Juan Cuamatzi,0,Sin nombre de localidad
290190000,29,Tlaxcala,19,Tepetitla de Lardizábal,0,Sin nombre de localidad
290210000,29,Tlaxcala,21,Nanacamilpa de Mariano Arista,0,Sin nombre de localidad
290230000,29,Tlaxcala,23,Natívitas,0,Sin nombre de localidad
290240000,29,Tlaxcala,24,Panotla,0,Sin nombre de localidad
290250000,29,Tlaxcala,25,San Pablo del Monte,0,Sin nombre de localidad
290260000,29,Tlaxcala,26,Santa Cruz Tlaxcala,0,Sin nombre de localidad
290270000,29,Tlaxcala,27,Tenancingo,0,Sin nombre de localidad
290280000,29,Tlaxcala,28,Teolocholco,0,Sin nombre de localidad
290290000,29,Tlaxcala,29,Tepeyanco,0,Sin nombre de localidad
290300000,29,Tlaxcala,30,Terrenate,0,Sin nombre de localidad
290310000,29,Tlaxcala,31,Tetla de la Solidaridad,0,Sin nombre de localidad
290320000,29,Tlaxcala,32,Tetlatlahuca,0,Sin nombre de localidad
290330000,29,Tlaxcala,33,Tlaxcala,0,Sin nombre de localidad
290340000,29,Tlaxcala,34,Tlaxco,0,Sin nombre de localidad
290350000,29,Tlaxcala,35,Tocatlán,0,Sin nombre de localidad
290360000,29,Tlaxcala,36,Totolac,0,Sin nombre de localidad
290370000,29,Tlaxcala,37,Ziltlaltépec de Trinidad Sánchez Santos,0,Sin nombre de localidad
290380000,29,Tlaxcala,38,Tzompantepec,0,Sin nombre de localidad
290390000,29,Tlaxcala,39,Xaloztoc,0,Sin nombre de localidad
290400000,29,Tlaxcala,40,Xaltocan,0,Sin nombre de localidad
290410000,29,Tlaxcala,41,Papalotla de Xicohténcatl,0,Sin nombre de localidad
290420000,29,Tlaxcala,42,Xicohtzinco,0,Sin nombre de localidad
290430000,29,Tlaxcala,43,Yauhquemehcan,0,Sin nombre de localidad
290440000,29,Tlaxcala,44,Zacatelco,0,Sin nombre de localidad
290450000,29,Tlaxcala,45,Benito Juárez,0,Sin nombre de localidad
290480000,29,Tlaxcala,48,La Magdalena Tlaltelulco,0,Sin nombre de localidad
290500000,29,Tlaxcala,50,San Francisco Tetlanohcan,0,Sin nombre de localidad
290510000,29,Tlaxcala,51,San Jerónimo Zacualpan,0,Sin nombre de localidad
290530000,29,Tlaxcala,53,San Juan Huactzinco,0,Sin nombre de localidad
290550000,29,Tlaxcala,55,San Lucas Tecopilco,0,Sin nombre de localidad
290560000,29,Tlaxcala,56,Santa Ana Nopalucan,0,Sin nombre de localidad
290570000,29,Tlaxcala,57,Santa Apolonia Teacalco,0,Sin nombre de localidad
290580000,29,Tlaxcala,58,Santa Catarina Ayometla,0,Sin nombre de localidad
290600000,29,Tlaxcala,60,Santa Isabel Xiloxoxtla,0,Sin nombre de localidad
300030000,30,Veracruz de Ignacio de la Llave,3,Acayucan,0,Sin nombre de localidad
300060000,30,Veracruz de Ignacio de la Llave,6,Acultzingo,0,Sin nombre de localidad
300140000,30,Veracruz de Ignacio de la Llave,14,Amatlán de los Reyes,0,Sin nombre de localidad
300160000,30,Veracruz de Ignacio de la Llave,16,La Antigua,0,Sin nombre de localidad
300220000,30,Veracruz de Ignacio de la Llave,22,Atzacan,0,Sin nombre de localidad
300240000,30,Veracruz de Ignacio de la Llave,24,Tlaltetela,0,Sin nombre de localidad
300260000,30,Veracruz de Ignacio de la Llave,26,Banderilla,0,Sin nombre de localidad
300280000,30,Veracruz de Ignacio de la Llave,28,Boca del Río,0,Sin nombre de localidad
300300000,30,Veracruz de Ignacio de la Llave,30,Camerino Z. Mendoza,0,Sin nombre de localidad
300310000,30,Veracruz de Ignacio de la Llave,31,Carrillo Puerto,0,Sin nombre de localidad
300350000,30,Veracruz de Ignacio de la Llave,35,Citlaltépetl,0,Sin nombre de localidad
300380000,30,Veracruz de Ignacio de la Llave,38,Coatepec,0,Sin nombre de localidad
300390000,30,Veracruz de Ignacio de la Llave,39,Coatzacoalcos,0,Sin nombre de localidad
300400000,30,Veracruz de Ignacio de la Llave,40,Coatzintla,0,Sin nombre de localidad
300430000,30,Veracruz de Ignacio de la Llave,43,Comapa,0,Sin nombre de localidad
300440000,30,Veracruz de Ignacio de la Llave,44,Córdoba,0,Sin nombre de localidad
300460000,30,Veracruz de Ignacio de la Llave,46,Cosautlán de Carvajal,0,Sin nombre de localidad
300480000,30,Veracruz de Ignacio de la Llave,48,Cosoleacaque,0,Sin nombre de localidad
300510000,30,Veracruz de Ignacio de la Llave,51,Coyutla,0,Sin nombre de localidad
300530000,30,Veracruz de Ignacio de la Llave,53,Cuitláhuac,0,Sin nombre de localidad
300600000,30,Veracruz de Ignacio de la Llave,60,Chinampa de Gorostiza,0,Sin nombre de localidad
300610000,30,Veracruz de Ignacio de la Llave,61,Las Choapas,0,Sin nombre de localidad
300620000,30,Veracruz de Ignacio de la Llave,62,Chocamán,0,Sin nombre de localidad
300630000,30,Veracruz de Ignacio de la Llave,63,Chontla,0,Sin nombre de localidad
300690000,30,Veracruz de Ignacio de la Llave,69,Gutiérrez Zamora,0,Sin nombre de localidad
300720000,30,Veracruz de Ignacio de la Llave,72,Huayacocotla,0,Sin nombre de localidad
300730000,30,Veracruz de Ignacio de la Llave,73,Hueyapan de Ocampo,0,Sin nombre de localidad
300850000,30,Veracruz de Ignacio de la Llave,85,Ixtaczoquitlán,0,Sin nombre de localidad
300870000,30,Veracruz de Ignacio de la Llave,87,Xalapa,0,Sin nombre de localidad
301020000,30,Veracruz de Ignacio de la Llave,102,Martínez de la Torre,0,Sin nombre de localidad
301030000,30,Veracruz de Ignacio de la Llave,103,Mecatlán,0,Sin nombre de localidad
301050000,30,Veracruz de Ignacio de la Llave,105,Medellín de Bravo,0,Sin nombre de localidad
301080000,30,Veracruz de Ignacio de la Llave,108,Minatitlán,0,Sin nombre de localidad
301150000,30,Veracruz de Ignacio de la Llave,115,Nogales,0,Sin nombre de localidad
301180000,30,Veracruz de Ignacio de la Llave,118,Orizaba,0,Sin nombre de localidad
301230000,30,Veracruz de Ignacio de la Llave,123,Pánuco,0,Sin nombre de localidad
301240000,30,Veracruz de Ignacio de la Llave,124,Papantla,0,Sin nombre de localidad
301310000,30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo,0,Sin nombre de localidad
301320000,30,Veracruz de Ignacio de la Llave,132,Las Vigas de Ramírez,0,Sin nombre de localidad
301330000,30,Veracruz de Ignacio de la Llave,133,Pueblo Viejo,0,Sin nombre de localidad
301350000,30,Veracruz de Ignacio de la Llave,135,Rafael Delgado,0,Sin nombre de localidad
301380000,30,Veracruz de Ignacio de la Llave,138,Río Blanco,0,Sin nombre de localidad
301410000,30,Veracruz de Ignacio de la Llave,141,San Andrés Tuxtla,0,Sin nombre de localidad
301440000,30,Veracruz de Ignacio de la Llave,144,Sayula de Alemán,0,Sin nombre de localidad
301480000,30,Veracruz de Ignacio de la Llave,148,Soledad de Doblado,0,Sin nombre de localidad
301490000,30,Veracruz de Ignacio de la Llave,149,Soteapan,0,Sin nombre de localidad
301510000,30,Veracruz de Ignacio de la Llave,151,Tamiahua,0,Sin nombre de localidad
301570000,30,Veracruz de Ignacio de la Llave,157,Castillo de Teayo,0,Sin nombre de localidad
301600000,30,Veracruz de Ignacio de la Llave,160,Álamo Temapache,0,Sin nombre de localidad
301640000,30,Veracruz de Ignacio de la Llave,164,Teocelo,0,Sin nombre de localidad
301680000,30,Veracruz de Ignacio de la Llave,168,Tequila,0,Sin nombre de localidad
301690000,30,Veracruz de Ignacio de la Llave,169,José Azueta,0,Sin nombre de localidad
301750000,30,Veracruz de Ignacio de la Llave,175,Tihuatlán,0,Sin nombre de localidad
301760000,30,Veracruz de Ignacio de la Llave,176,Tlacojalpan,0,Sin nombre de localidad
301770000,30,Veracruz de Ignacio de la Llave,177,Tlacolulan,0,Sin nombre de localidad
301870000,30,Veracruz de Ignacio de la Llave,187,Tonayán,0,Sin nombre de localidad
301880000,30,Veracruz de Ignacio de la Llave,188,Totutla,0,Sin nombre de localidad
301890000,30,Veracruz de Ignacio de la Llave,189,Tuxpan,0,Sin nombre de localidad
301930000,30,Veracruz de Ignacio de la Llave,193,Veracruz,0,Sin nombre de localidad
301940000,30,Veracruz de Ignacio de la Llave,194,Villa Aldama,0,Sin nombre de localidad
301990000,30,Veracruz de Ignacio de la Llave,199,Zaragoza,0,Sin nombre de localidad
302020000,30,Veracruz de Ignacio de la Llave,202,Zontecomatlán de López y Fuentes,0,Sin nombre de localidad
302060000,30,Veracruz de Ignacio de la Llave,206,Nanchital de Lázaro Cárdenas del Río,0,Sin nombre de localidad
302070000,30,Veracruz de Ignacio de la Llave,207,Tres Valles,0,Sin nombre de localidad
302090000,30,Veracruz de Ignacio de la Llave,209,Tatahuicapan de Juárez,0,Sin nombre de localidad
302110000,30,Veracruz de Ignacio de la Llave,211,San Rafael,0,Sin nombre de localidad
310010000,31,Yucatán,1,Abalá,0,Sin nombre de localidad
310070000,31,Yucatán,7,Cacalchén,0,Sin nombre de localidad
310080000,31,Yucatán,8,Calotmul,0,Sin nombre de localidad
310130000,31,Yucatán,13,Conkal,0,Sin nombre de localidad
310180000,31,Yucatán,18,Chapab,0,Sin nombre de localidad
310190000,31,Yucatán,19,Chemax,0,Sin nombre de localidad
310210000,31,Yucatán,21,Chichimilá,0,Sin nombre de localidad
310250000,31,Yucatán,25,Dzan,0,Sin nombre de localidad
310270000,31,Yucatán,27,Dzidzantún,0,Sin nombre de localidad
310300000,31,Yucatán,30,Dzitás,0,Sin nombre de localidad
310320000,31,Yucatán,32,Espita,0,Sin nombre de localidad
310330000,31,Yucatán,33,Halachó,0,Sin nombre de localidad
310340000,31,Yucatán,34,Hocabá,0,Sin nombre de localidad
310350000,31,Yucatán,35,Hoctún,0,Sin nombre de localidad
310360000,31,Yucatán,36,Homún,0,Sin nombre de localidad
310380000,31,Yucatán,38,Hunucmá,0,Sin nombre de localidad
310410000,31,Yucatán,41,Kanasín,0,Sin nombre de localidad
310460000,31,Yucatán,46,Mama,0,Sin nombre de localidad
310500000,31,Yucatán,50,Mérida,0,Sin nombre de localidad
310520000,31,Yucatán,52,Motul,0,Sin nombre de localidad
310540000,31,Yucatán,54,Muxupip,0,Sin nombre de localidad
310550000,31,Yucatán,55,Opichén,0,Sin nombre de localidad
310580000,31,Yucatán,58,Peto,0,Sin nombre de localidad
310590000,31,Yucatán,59,Progreso,0,Sin nombre de localidad
310630000,31,Yucatán,63,Samahil,0,Sin nombre de localidad
310640000,31,Yucatán,64,Sanahcat,0,Sin nombre de localidad
310670000,31,Yucatán,67,Seyé,0,Sin nombre de localidad
310690000,31,Yucatán,69,Sotuta,0,Sin nombre de localidad
310730000,31,Yucatán,73,Tahdziú,0,Sin nombre de localidad
310760000,31,Yucatán,76,Tecoh,0,Sin nombre de localidad
310790000,31,Yucatán,79,Tekax,0,Sin nombre de localidad
310830000,31,Yucatán,83,Telchac Puerto,0,Sin nombre de localidad
310850000,31,Yucatán,85,Temozón,0,Sin nombre de localidad
310860000,31,Yucatán,86,Tepakán,0,Sin nombre de localidad
310890000,31,Yucatán,89,Ticul,0,Sin nombre de localidad
310910000,31,Yucatán,91,Tinum,0,Sin nombre de localidad
310920000,31,Yucatán,92,Tixcacalcupul,0,Sin nombre de localidad
310930000,31,Yucatán,93,Tixkokob,0,Sin nombre de localidad
310960000,31,Yucatán,96,Tizimín,0,Sin nombre de localidad
310980000,31,Yucatán,98,Tzucacab,0,Sin nombre de localidad
311010000,31,Yucatán,101,Umán,0,Sin nombre de localidad
311020000,31,Yucatán,102,Valladolid,0,Sin nombre de localidad
311040000,31,Yucatán,104,Yaxcabá,0,Sin nombre de localidad
311060000,31,Yucatán,106,Yobaín,0,Sin nombre de localidad
320030000,32,Zacatecas,3,Atolinga,0,Sin nombre de localidad
320050000,32,Zacatecas,5,Calera,0,Sin nombre de localidad
320060000,32,Zacatecas,6,Cañitas de Felipe Pescador,0,Sin nombre de localidad
320100000,32,Zacatecas,10,Fresnillo,0,Sin nombre de localidad
320130000,32,Zacatecas,13,General Enrique Estrada,0,Sin nombre de localidad
320160000,32,Zacatecas,16,General Pánfilo Natera,0,Sin nombre de localidad
320170000,32,Zacatecas,17,Guadalupe,0,Sin nombre de localidad
320180000,32,Zacatecas,18,Huanusco,0,Sin nombre de localidad
320200000,32,Zacatecas,20,Jerez,0,Sin nombre de localidad
320220000,32,Zacatecas,22,Juan Aldama,0,Sin nombre de localidad
320230000,32,Zacatecas,23,Juchipila,0,Sin nombre de localidad
320250000,32,Zacatecas,25,Luis Moya,0,Sin nombre de localidad
320290000,32,Zacatecas,29,Miguel Auza,0,Sin nombre de localidad
320310000,32,Zacatecas,31,Monte Escobedo,0,Sin nombre de localidad
320340000,32,Zacatecas,34,Nochistlán de Mejía,0,Sin nombre de localidad
320350000,32,Zacatecas,35,Noria de Ángeles,0,Sin nombre de localidad
320360000,32,Zacatecas,36,Ojocaliente,0,Sin nombre de localidad
320370000,32,Zacatecas,37,Pánuco,0,Sin nombre de localidad
320380000,32,Zacatecas,38,Pinos,0,Sin nombre de localidad
320390000,32,Zacatecas,39,Río Grande,0,Sin nombre de localidad
320400000,32,Zacatecas,40,Sain Alto,0,Sin nombre de localidad
320410000,32,Zacatecas,41,El Salvador,0,Sin nombre de localidad
320420000,32,Zacatecas,42,Sombrerete,0,Sin nombre de localidad
320440000,32,Zacatecas,44,Tabasco,0,Sin nombre de localidad
320480000,32,Zacatecas,48,Tlaltenango de Sánchez Román,0,Sin nombre de localidad
320490000,32,Zacatecas,49,Valparaíso,0,Sin nombre de localidad
320500000,32,Zacatecas,50,Vetagrande,0,Sin nombre de localidad
320510000,32,Zacatecas,51,Villa de Cos,0,Sin nombre de localidad
320530000,32,Zacatecas,53,Villa González Ortega,0,Sin nombre de localidad
320540000,32,Zacatecas,54,Villa Hidalgo,0,Sin nombre de localidad
320550000,32,Zacatecas,55,Villanueva,0,Sin nombre de localidad
320560000,32,Zacatecas,56,Zacatecas,0,Sin nombre de localidad
320570000,32,Zacatecas,57,Trancoso,0,Sin nombre de localidad
320580000,32,Zacatecas,58,Santa María de la Paz,0,Sin nombre de localidad
